gad7,who5,cesdr10,loc,swls,scs,recommended_plan
18,87,20,1,26,14,"Therapist, Meditation, Reading about the illness, Journaling"
20,27,20,23,30,44,"Therapist, Meditation, Reading about the illness, Journaling"
19,46,22,17,30,22,"Therapist, Meditation, Reading about the illness, Journaling"
20,93,30,14,31,46,"Therapist, Meditation, Reading about the illness, Journaling"
15,39,2,23,32,58,"Therapist, Meditation, Reading about the illness, Journaling"
8,71,20,22,27,14,"Therapist, Meditation, Reading about the illness, Journaling"
15,62,14,20,7,57,"Therapist, Meditation, Reading about the illness, Journaling"
18,8,26,2,32,24,"Therapist, Meditation, Reading about the illness, Journaling"
17,90,30,22,31,38,"Therapist, Meditation, Reading about the illness, Journaling"
13,71,3,2,23,41,"Therapist, Meditation, Reading about the illness, Journaling"
17,39,24,23,18,37,"Therapist, Meditation, Reading about the illness, Journaling"
20,50,22,2,14,30,"Therapist, Meditation, Reading about the illness, Journaling"
18,18,28,14,24,25,"Therapist, Meditation, Reading about the illness, Journaling"
20,80,27,8,5,36,"Therapist, Meditation, Reading about the illness, Journaling"
19,77,26,8,8,15,"Therapist, Meditation, Reading about the illness, Journaling"
16,40,25,23,35,27,"Therapist, Meditation, Reading about the illness, Journaling"
16,34,11,10,18,32,"Therapist, Meditation, Reading about the illness, Journaling"
19,66,4,11,5,20,"Therapist, Meditation, Reading about the illness, Journaling"
18,87,21,0,12,56,"Therapist, Meditation, Reading about the illness, Journaling"
18,18,28,19,33,33,"Therapist, Meditation, Reading about the illness, Journaling"
17,28,24,18,8,18,"Therapist, Meditation, Reading about the illness, Journaling"
3,66,12,21,16,13,"Therapist, Meditation, Reading about the illness, Journaling"
8,37,26,5,26,36,"Therapist, Meditation, Reading about the illness, Journaling"
11,7,30,18,32,53,"Therapist, Meditation, Reading about the illness, Journaling"
19,39,2,13,7,59,"Therapist, Meditation, Reading about the illness, Journaling"
16,48,25,13,21,19,"Therapist, Meditation, Reading about the illness, Journaling"
0,48,20,9,15,52,"Therapist, Meditation, Reading about the illness, Journaling"
4,87,16,20,23,50,"Therapist, Meditation, Reading about the illness, Journaling"
21,18,10,10,17,57,"Therapist, Meditation, Reading about the illness, Journaling"
7,71,11,7,33,56,"Therapist, Meditation, Reading about the illness, Journaling"
15,91,26,4,12,36,"Therapist, Meditation, Reading about the illness, Journaling"
21,48,26,14,24,29,"Therapist, Meditation, Reading about the illness, Journaling"
3,35,30,17,9,30,"Therapist, Meditation, Reading about the illness, Journaling"
18,14,29,8,11,13,"Therapist, Meditation, Reading about the illness, Journaling"
15,74,22,12,14,25,"Therapist, Meditation, Reading about the illness, Journaling"
20,27,6,2,24,17,"Therapist, Meditation, Reading about the illness, Journaling"
1,15,22,7,6,28,"Therapist, Meditation, Reading about the illness, Journaling"
18,54,0,12,19,37,"Therapist, Meditation, Reading about the illness, Journaling"
20,22,28,23,29,49,"Therapist, Meditation, Reading about the illness, Journaling"
20,98,23,12,27,20,"Therapist, Meditation, Reading about the illness, Journaling"
11,66,22,11,19,52,"Therapist, Meditation, Reading about the illness, Journaling"
7,56,29,21,8,44,"Therapist, Meditation, Reading about the illness, Journaling"
16,6,4,3,9,12,"Therapist, Meditation, Reading about the illness, Journaling"
19,59,9,17,32,46,"Therapist, Meditation, Reading about the illness, Journaling"
10,63,5,4,12,45,"Therapist, Meditation, Reading about the illness, Journaling"
18,49,23,4,34,35,"Therapist, Meditation, Reading about the illness, Journaling"
17,26,25,13,26,54,"Therapist, Meditation, Reading about the illness, Journaling"
9,58,5,14,25,41,"Therapist, Meditation, Reading about the illness, Journaling"
4,34,24,22,10,15,"Therapist, Meditation, Reading about the illness, Journaling"
15,46,30,19,21,56,"Therapist, Meditation, Reading about the illness, Journaling"
20,48,24,12,6,56,"Therapist, Meditation, Reading about the illness, Journaling"
17,41,22,1,17,60,"Therapist, Meditation, Reading about the illness, Journaling"
21,10,11,6,8,12,"Therapist, Meditation, Reading about the illness, Journaling"
19,97,14,10,8,28,"Therapist, Meditation, Reading about the illness, Journaling"
16,23,28,18,9,50,"Therapist, Meditation, Reading about the illness, Journaling"
4,18,3,20,6,22,"Therapist, Meditation, Reading about the illness, Journaling"
14,10,24,6,32,16,"Therapist, Meditation, Reading about the illness, Journaling"
18,11,25,5,21,30,"Therapist, Meditation, Reading about the illness, Journaling"
18,54,5,3,10,22,"Therapist, Meditation, Reading about the illness, Journaling"
14,80,28,18,25,25,"Therapist, Meditation, Reading about the illness, Journaling"
18,6,23,12,7,59,"Therapist, Meditation, Reading about the illness, Journaling"
18,96,16,7,23,49,"Therapist, Meditation, Reading about the illness, Journaling"
4,79,26,17,26,40,"Therapist, Meditation, Reading about the illness, Journaling"
2,63,29,20,20,23,"Therapist, Meditation, Reading about the illness, Journaling"
17,93,24,14,7,30,"Therapist, Meditation, Reading about the illness, Journaling"
16,6,29,2,5,47,"Therapist, Meditation, Reading about the illness, Journaling"
15,7,12,4,32,20,"Therapist, Meditation, Reading about the illness, Journaling"
18,22,27,8,6,57,"Therapist, Meditation, Reading about the illness, Journaling"
3,74,5,2,12,14,"Therapist, Meditation, Reading about the illness, Journaling"
19,44,21,18,31,49,"Therapist, Meditation, Reading about the illness, Journaling"
7,15,1,5,32,13,"Therapist, Meditation, Reading about the illness, Journaling"
12,38,21,2,12,34,"Therapist, Meditation, Reading about the illness, Journaling"
20,92,21,6,25,50,"Therapist, Meditation, Reading about the illness, Journaling"
8,20,12,18,25,30,"Therapist, Meditation, Reading about the illness, Journaling"
20,22,22,9,14,47,"Therapist, Meditation, Reading about the illness, Journaling"
18,13,21,17,32,57,"Therapist, Meditation, Reading about the illness, Journaling"
21,76,23,22,12,29,"Therapist, Meditation, Reading about the illness, Journaling"
13,97,27,10,13,23,"Therapist, Meditation, Reading about the illness, Journaling"
16,17,29,21,10,28,"Therapist, Meditation, Reading about the illness, Journaling"
17,68,5,11,29,40,"Therapist, Meditation, Reading about the illness, Journaling"
15,8,18,1,16,15,"Therapist, Meditation, Reading about the illness, Journaling"
21,48,22,5,20,23,"Therapist, Meditation, Reading about the illness, Journaling"
15,28,29,0,32,38,"Therapist, Meditation, Reading about the illness, Journaling"
21,84,22,20,15,24,"Therapist, Meditation, Reading about the illness, Journaling"
11,46,3,24,34,20,"Therapist, Meditation, Reading about the illness, Journaling"
18,41,24,16,9,59,"Therapist, Meditation, Reading about the illness, Journaling"
8,17,15,13,7,55,"Therapist, Meditation, Reading about the illness, Journaling"
6,100,21,12,8,42,"Therapist, Meditation, Reading about the illness, Journaling"
15,53,30,23,26,44,"Therapist, Meditation, Reading about the illness, Journaling"
21,8,21,23,12,18,"Therapist, Meditation, Reading about the illness, Journaling"
2,43,11,20,32,51,"Therapist, Meditation, Reading about the illness, Journaling"
0,98,30,12,29,60,"Therapist, Meditation, Reading about the illness, Journaling"
9,73,24,13,17,48,"Therapist, Meditation, Reading about the illness, Journaling"
16,13,3,9,7,36,"Therapist, Meditation, Reading about the illness, Journaling"
20,23,25,10,29,47,"Therapist, Meditation, Reading about the illness, Journaling"
5,27,26,15,19,28,"Therapist, Meditation, Reading about the illness, Journaling"
16,52,25,9,31,58,"Therapist, Meditation, Reading about the illness, Journaling"
16,95,6,20,29,44,"Therapist, Meditation, Reading about the illness, Journaling"
21,11,29,15,20,54,"Therapist, Meditation, Reading about the illness, Journaling"
19,72,22,10,12,44,"Therapist, Meditation, Reading about the illness, Journaling"
19,66,3,8,33,45,"Therapist, Meditation, Reading about the illness, Journaling"
19,43,26,3,30,51,"Therapist, Meditation, Reading about the illness, Journaling"
19,49,23,10,19,43,"Therapist, Meditation, Reading about the illness, Journaling"
8,70,25,9,29,37,"Therapist, Meditation, Reading about the illness, Journaling"
17,76,30,20,12,51,"Therapist, Meditation, Reading about the illness, Journaling"
21,64,30,16,19,49,"Therapist, Meditation, Reading about the illness, Journaling"
14,25,13,16,22,16,"Therapist, Meditation, Reading about the illness, Journaling"
8,32,21,17,10,38,"Therapist, Meditation, Reading about the illness, Journaling"
19,5,24,5,34,33,"Therapist, Meditation, Reading about the illness, Journaling"
20,93,22,5,33,19,"Therapist, Meditation, Reading about the illness, Journaling"
10,74,20,12,22,22,"Therapist, Meditation, Reading about the illness, Journaling"
11,98,23,15,28,37,"Therapist, Meditation, Reading about the illness, Journaling"
18,17,24,18,27,49,"Therapist, Meditation, Reading about the illness, Journaling"
16,28,11,1,21,54,"Therapist, Meditation, Reading about the illness, Journaling"
15,7,26,12,14,19,"Therapist, Meditation, Reading about the illness, Journaling"
18,42,0,6,21,31,"Therapist, Meditation, Reading about the illness, Journaling"
20,36,28,9,8,48,"Therapist, Meditation, Reading about the illness, Journaling"
9,87,24,9,32,51,"Therapist, Meditation, Reading about the illness, Journaling"
17,92,26,2,16,24,"Therapist, Meditation, Reading about the illness, Journaling"
3,26,23,1,23,12,"Therapist, Meditation, Reading about the illness, Journaling"
6,19,19,20,34,46,"Therapist, Meditation, Reading about the illness, Journaling"
6,17,20,12,24,40,"Therapist, Meditation, Reading about the illness, Journaling"
17,0,0,12,24,34,"Therapist, Meditation, Reading about the illness, Journaling"
17,64,24,16,26,45,"Therapist, Meditation, Reading about the illness, Journaling"
15,10,24,23,23,32,"Therapist, Meditation, Reading about the illness, Journaling"
16,46,26,22,11,37,"Therapist, Meditation, Reading about the illness, Journaling"
19,83,26,14,22,56,"Therapist, Meditation, Reading about the illness, Journaling"
15,45,15,13,29,38,"Therapist, Meditation, Reading about the illness, Journaling"
14,66,20,14,28,38,"Therapist, Meditation, Reading about the illness, Journaling"
19,23,27,9,8,14,"Therapist, Meditation, Reading about the illness, Journaling"
15,22,27,12,9,42,"Therapist, Meditation, Reading about the illness, Journaling"
8,59,24,21,10,48,"Therapist, Meditation, Reading about the illness, Journaling"
21,60,20,19,7,33,"Therapist, Meditation, Reading about the illness, Journaling"
18,35,18,14,13,16,"Therapist, Meditation, Reading about the illness, Journaling"
16,100,29,24,20,38,"Therapist, Meditation, Reading about the illness, Journaling"
15,99,25,6,20,33,"Therapist, Meditation, Reading about the illness, Journaling"
20,58,15,22,35,53,"Therapist, Meditation, Reading about the illness, Journaling"
17,8,29,16,15,43,"Therapist, Meditation, Reading about the illness, Journaling"
16,24,23,20,9,49,"Therapist, Meditation, Reading about the illness, Journaling"
21,80,23,8,35,35,"Therapist, Meditation, Reading about the illness, Journaling"
14,69,30,0,19,34,"Therapist, Meditation, Reading about the illness, Journaling"
16,92,8,8,17,17,"Therapist, Meditation, Reading about the illness, Journaling"
19,62,16,16,16,59,"Therapist, Meditation, Reading about the illness, Journaling"
21,66,20,14,8,43,"Therapist, Meditation, Reading about the illness, Journaling"
3,42,18,19,7,51,"Therapist, Meditation, Reading about the illness, Journaling"
15,3,26,23,31,40,"Therapist, Meditation, Reading about the illness, Journaling"
15,82,27,20,5,16,"Therapist, Meditation, Reading about the illness, Journaling"
20,63,15,2,23,23,"Therapist, Meditation, Reading about the illness, Journaling"
10,94,23,3,16,34,"Therapist, Meditation, Reading about the illness, Journaling"
21,71,24,6,18,14,"Therapist, Meditation, Reading about the illness, Journaling"
21,79,21,7,32,44,"Therapist, Meditation, Reading about the illness, Journaling"
20,26,4,11,21,17,"Therapist, Meditation, Reading about the illness, Journaling"
13,58,27,0,34,59,"Therapist, Meditation, Reading about the illness, Journaling"
21,93,1,14,11,15,"Therapist, Meditation, Reading about the illness, Journaling"
18,13,26,22,23,40,"Therapist, Meditation, Reading about the illness, Journaling"
17,56,28,7,30,40,"Therapist, Meditation, Reading about the illness, Journaling"
16,27,24,8,9,29,"Therapist, Meditation, Reading about the illness, Journaling"
15,75,16,6,31,14,"Therapist, Meditation, Reading about the illness, Journaling"
2,23,27,9,10,33,"Therapist, Meditation, Reading about the illness, Journaling"
6,19,14,8,26,31,"Therapist, Meditation, Reading about the illness, Journaling"
18,29,1,20,6,33,"Therapist, Meditation, Reading about the illness, Journaling"
21,96,28,15,10,52,"Therapist, Meditation, Reading about the illness, Journaling"
17,64,23,18,30,36,"Therapist, Meditation, Reading about the illness, Journaling"
14,47,18,20,31,33,"Therapist, Meditation, Reading about the illness, Journaling"
20,44,20,3,11,60,"Therapist, Meditation, Reading about the illness, Journaling"
17,72,23,12,18,53,"Therapist, Meditation, Reading about the illness, Journaling"
20,73,20,17,31,46,"Therapist, Meditation, Reading about the illness, Journaling"
19,92,23,8,31,37,"Therapist, Meditation, Reading about the illness, Journaling"
18,40,28,9,22,31,"Therapist, Meditation, Reading about the illness, Journaling"
6,95,22,19,19,44,"Therapist, Meditation, Reading about the illness, Journaling"
4,39,1,10,33,14,"Therapist, Meditation, Reading about the illness, Journaling"
0,93,21,15,27,21,"Therapist, Meditation, Reading about the illness, Journaling"
21,62,30,12,28,57,"Therapist, Meditation, Reading about the illness, Journaling"
5,90,27,13,12,57,"Therapist, Meditation, Reading about the illness, Journaling"
8,88,10,6,21,39,"Therapist, Meditation, Reading about the illness, Journaling"
19,58,27,20,6,54,"Therapist, Meditation, Reading about the illness, Journaling"
20,36,3,14,32,29,"Therapist, Meditation, Reading about the illness, Journaling"
20,56,29,12,8,33,"Therapist, Meditation, Reading about the illness, Journaling"
19,67,23,14,5,14,"Therapist, Meditation, Reading about the illness, Journaling"
17,37,5,20,20,40,"Therapist, Meditation, Reading about the illness, Journaling"
